Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
"Wed, Mar 27, 2024",8:00p,Indiana Pacers,99,Chicago Bulls,125,Box Score,,"22,018",2:12,United Center,
"Wed, Mar 27, 2024",8:00p,Los Angeles Lakers,136,Memphis Grizzlies,124,Box Score,,"17,794",2:16,FedEx Forum,
"Wed, Mar 27, 2024",8:00p,Detroit Pistons,91,Minnesota Timberwolves,106,Box Score,,"18,024",2:02,Target Center,
"Wed, Mar 27, 2024",8:00p,Houston Rockets,132,Oklahoma City Thunder,126,Box Score,OT,"17,438",2:33,Paycom Center,
"Wed, Mar 27, 2024",9:00p,San Antonio Spurs,118,Utah Jazz,111,Box Score,,"18,206",2:12,Delta Center,
"Wed, Mar 27, 2024",10:00p,Phoenix Suns,104,Denver Nuggets,97,Box Score,,"19,827",2:19,Ball Arena,
"Thu, Mar 28, 2024",7:30p,Boston Celtics,122,Atlanta Hawks,123,Box Score,OT,"17,743",2:24,State Farm Arena,
"Thu, Mar 28, 2024",8:00p,Milwaukee Bucks,100,New Orleans Pelicans,107,Box Score,,"17,484",2:20,Smoothie King Center,
"Fri, Mar 29, 2024",7:00p,Golden State Warriors,115,Charlotte Hornets,97,Box Score,,"19,487",2:03,Spectrum Center,
"Fri, Mar 29, 2024",7:00p,Los Angeles Lakers,90,Indiana Pacers,109,Box Score,,"17,274",2:06,Gainbridge Fieldhouse,
"Fri, Mar 29, 2024",7:00p,Los Angeles Clippers,100,Orlando Magic,97,Box Score,,"19,452",2:10,Kia Center,
"Fri, Mar 29, 2024",7:00p,Detroit Pistons,96,Washington Wizards,87,Box Score,,"15,023",2:06,Capital One Arena,
"Fri, Mar 29, 2024",7:30p,Chicago Bulls,108,Brooklyn Nets,125,Box Score,,"17,894",2:13,Barclays Center,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
"Fri, Mar 29, 2024",7:30p,Philadelphia 76ers,114,Cleveland Cavaliers,117,Box Score,,"19,432",2:19,Rocket Mortgage Fieldhouse,
"Fri, Mar 29, 2024",8:00p,Portland Trail Blazers,82,Miami Heat,142,Box Score,,"19,839",1:58,Kaseya Center,
"Fri, Mar 29, 2024",8:00p,Phoenix Suns,103,Oklahoma City Thunder,128,Box Score,,"18,203",2:10,Paycom Center,
"Fri, Mar 29, 2024",8:00p,New York Knicks,126,San Antonio Spurs,130,Box Score,OT,"18,604",2:37,Frost Bank Center,
"Fri, Mar 29, 2024",9:00p,Minnesota Timberwolves,111,Denver Nuggets,98,Box Score,,"19,844",2:14,Ball Arena,
"Fri, Mar 29, 2024",9:30p,Houston Rockets,101,Utah Jazz,100,Box Score,,"18,206",2:12,Delta Center,
"Fri, Mar 29, 2024",10:00p,Dallas Mavericks,107,Sacramento Kings,103,Box Score,,"17,832",2:13,Golden 1 Center,
"Sat, Mar 30, 2024",5:00p,Boston Celtics,104,New Orleans Pelicans,92,Box Score,,"17,932",2:01,Smoothie King Center,
"Sat, Mar 30, 2024",7:00p,Memphis Grizzlies,88,Orlando Magic,118,Box Score,,"18,009",2:06,Kia Center,
"Sat, Mar 30, 2024",7:30p,Milwaukee Bucks,122,Atlanta Hawks,113,Box Score,,"17,700",2:26,State Farm Arena,
"Sun, Mar 31, 2024",3:30p,Cleveland Cavaliers,101,Denver Nuggets,130,Box Score,,"19,621",2:07,Ball Arena,
"Sun, Mar 31, 2024",6:00p,Los Angeles Lakers,116,Brooklyn Nets,104,Box Score,,"18,162",2:08,Barclays Center,
"Sun, Mar 31, 2024",6:00p,Los Angeles Clippers,130,Charlotte Hornets,118,Box Score,,"15,941",2:12,Spectrum Center,
"Sun, Mar 31, 2024",6:00p,Philadelphia 76ers,135,Toronto Raptors,120,Box Score,,"19,114",2:09,Scotiabank Arena,
"Sun, Mar 31, 2024",6:00p,Miami Heat,119,Washington Wizards,107,Box Score,,"16,039",2:11,Capital One Arena,
"Sun, Mar 31, 2024",7:00p,Dallas Mavericks,125,Houston Rockets,107,Box Score,,"18,055",1:58,Toyota Center,
"Sun, Mar 31, 2024",7:00p,Chicago Bulls,109,Minnesota Timberwolves,101,Box Score,,"18,024",2:07,Target Center,
"Sun, Mar 31, 2024",7:00p,Oklahoma City Thunder,113,New York Knicks,112,Box Score,,"19,812",2:33,Madison Square Garden (IV),
"Sun, Mar 31, 2024",7:00p,Golden State Warriors,117,San Antonio Spurs,113,Box Score,,"18,718",2:10,Frost Bank Center,
"Sun, Mar 31, 2024",9:00p,Utah Jazz,106,Sacramento Kings,127,Box Score,,"18,332",2:13,Golden 1 Center,
