Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
"Sat, Jan 27, 2024",9:00p,Sacramento Kings,120,Dallas Mavericks,115,Box Score,,"20,373",2:23,American Airlines Center,
"Sun, Jan 28, 2024",2:00p,Oklahoma City Thunder,104,Detroit Pistons,120,Box Score,,"16,861",1:56,Little Caesars Arena,
"Sun, Jan 28, 2024",3:30p,Memphis Grizzlies,110,Indiana Pacers,116,Box Score,,"16,519",2:15,Gainbridge Fieldhouse,
"Sun, Jan 28, 2024",6:00p,Toronto Raptors,125,Atlanta Hawks,126,Box Score,,"15,658",2:20,State Farm Arena,
"Sun, Jan 28, 2024",6:00p,Phoenix Suns,98,Orlando Magic,113,Box Score,,"18,823",2:24,Kia Center,
"Sun, Jan 28, 2024",9:00p,Chicago Bulls,104,Portland Trail Blazers,96,Box Score,,"17,899",2:11,Moda Center,
"Mon, Jan 29, 2024",7:00p,New York Knicks,113,Charlotte Hornets,92,Box Score,,"15,546",2:03,Spectrum Center,
"Mon, Jan 29, 2024",7:00p,Los Angeles Clippers,108,Cleveland Cavaliers,118,Box Score,,"19,432",2:18,Rocket Mortgage Fieldhouse,
"Mon, Jan 29, 2024",7:30p,New Orleans Pelicans,112,Boston Celtics,118,Box Score,,"19,156",2:08,TD Garden,
"Mon, Jan 29, 2024",7:30p,Utah Jazz,114,Brooklyn Nets,147,Box Score,,"16,054",2:10,Barclays Center,
"Mon, Jan 29, 2024",7:30p,Phoenix Suns,118,Miami Heat,105,Box Score,,"19,600",2:12,Kaseya Center,
"Mon, Jan 29, 2024",8:00p,Los Angeles Lakers,119,Houston Rockets,135,Box Score,,"18,055",2:12,Toyota Center,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
"Mon, Jan 29, 2024",8:00p,Sacramento Kings,103,Memphis Grizzlies,94,Box Score,,"15,333",2:00,FedEx Forum,
"Mon, Jan 29, 2024",8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,101,Box Score,,"16,870",2:10,Paycom Center,
"Mon, Jan 29, 2024",8:00p,Washington Wizards,118,San Antonio Spurs,113,Box Score,,"17,020",2:10,Frost Bank Center,
"Mon, Jan 29, 2024",8:30p,Orlando Magic,129,Dallas Mavericks,131,Box Score,,"20,020",2:35,American Airlines Center,
"Mon, Jan 29, 2024",9:00p,Milwaukee Bucks,107,Denver Nuggets,113,Box Score,,"19,801",2:19,Ball Arena,
"Mon, Jan 29, 2024",10:00p,Philadelphia 76ers,104,Portland Trail Blazers,130,Box Score,,"17,128",2:12,Moda Center,
"Tue, Jan 30, 2024",7:30p,Los Angeles Lakers,122,Atlanta Hawks,138,Box Score,,"17,871",2:06,State Farm Arena,
"Tue, Jan 30, 2024",7:30p,Indiana Pacers,124,Boston Celtics,129,Box Score,,"19,156",2:25,TD Garden,
"Tue, Jan 30, 2024",7:30p,Utah Jazz,103,New York Knicks,118,Box Score,,"19,133",,Madison Square Garden (IV),
"Tue, Jan 30, 2024",8:00p,Toronto Raptors,118,Chicago Bulls,107,Box Score,,"21,259",2:16,United Center,
"Tue, Jan 30, 2024",10:00p,Philadelphia 76ers,107,Golden State Warriors,119,Box Score,,"18,064",2:22,Chase Center,
"Wed, Jan 31, 2024",7:00p,Chicago Bulls,117,Charlotte Hornets,110,Box Score,,"13,712",2:09,Spectrum Center,
"Wed, Jan 31, 2024",7:00p,Detroit Pistons,121,Cleveland Cavaliers,128,Box Score,,"19,432",2:13,Rocket Mortgage Fieldhouse,
"Wed, Jan 31, 2024",7:00p,Los Angeles Clippers,125,Washington Wizards,109,Box Score,,"17,201",2:06,Capital One Arena,
"Wed, Jan 31, 2024",7:30p,Sacramento Kings,106,Miami Heat,115,Box Score,,"19,600",2:06,Kaseya Center,
"Wed, Jan 31, 2024",8:00p,New Orleans Pelicans,110,Houston Rockets,99,Box Score,,"18,055",2:14,Toyota Center,
"Wed, Jan 31, 2024",8:00p,Dallas Mavericks,87,Minnesota Timberwolves,121,Box Score,,"18,024",2:11,Target Center,
"Wed, Jan 31, 2024",8:00p,Denver Nuggets,100,Oklahoma City Thunder,105,Box Score,,"16,723",2:16,Paycom Center,
"Wed, Jan 31, 2024",8:00p,Orlando Magic,108,San Antonio Spurs,98,Box Score,,"17,081",2:11,Frost Bank Center,
"Wed, Jan 31, 2024",8:30p,Phoenix Suns,136,Brooklyn Nets,120,Box Score,,"17,732",2:22,Barclays Center,
"Wed, Jan 31, 2024",10:00p,Milwaukee Bucks,116,Portland Trail Blazers,119,Box Score,,"19,335",2:24,Moda Center,
